output_id	origin	original_id	length	sequence_sha256
BASE_00002517	baseline	k141_2133	5883	92c000f091856a3120c7249fa139864b70b3ec198aad6039e6cdf64a203f44af
BASE_00002518	baseline	k141_9342	1678	9d493ceeb11af62ea909d315c34213228cb28878138fc2537a6da9fa98150399
BASE_00002519	baseline	k141_23487	4263	ab7061eedf989a166a3bc53b0151b2f78c303c564be1b66a5fd2bbb8b37f69c0
BASE_00002520	baseline	k141_23490	1058	fafe40b8cb5bbe3b65fe6a85e6003da25cedd7a608cd13b0c0301e87e4c2226d
BASE_00002521	baseline	k141_9349	1172	7c889c2a65ae92d7db11b95da2f807872f971061c599bca737a7b7cec7d5cfbb
BASE_00002522	baseline	k141_2135	4843	3dad92ee7d76b679625ad610e0095aaa320efce31ebd31f2dfadda0cf72ac91b
BASE_00002523	baseline	k141_9351	2406	da5d7c2e5f692b5e1606dcf2da65766ac843b468ac5a7acd7e9af5694630f490
BASE_00002524	baseline	k141_23494	1270	c8325fbf420065bb6bd5d5ea1e047e5f75abb8bc1d7694bf0c6d9215aad0bd25
BASE_00002525	baseline	k141_23496	1042	e0c1c6630cf72e71733dc8c5be863ba31e6f1bbbc662f7a821ff7fe68c8cf889
BASE_00002526	baseline	k141_9352	2579	41c93b8c2686cc38fc15c851c277dad67c6d3f3e24d05f65d952e19c146ee277
BASE_00002527	baseline	k141_23498	1070	30280adfe446b3d9c4d9706380f37c3dbdf7cc11ba49130040581ec598a93b4f
BASE_00002528	baseline	k141_9353	1756	e85c6a02a9ded1bbe2ca9a780eb0e0a8889f6abedac2a07f739bc50393a4f7fb
BASE_00002529	baseline	k141_23499	1385	75c16d1bbd9d64cec72c94f627ef344c0d94df28a6c245b6d7897d29abc25d42
BASE_00002530	baseline	k141_2140	5994	bbaf754da3a6d5974c4e2c0b369745c50496d8e42adbf409493eac098968882e
BASE_00002531	baseline	k141_9354	1768	d33b9131de4fa43431af0f92cad812c95e6f60a7f1edb995d4bbf13607604e0a
BASE_00002532	baseline	k141_2141	1621	0cc463258367de7ad992e66938c1e0f7d0470cef29c29e7d23cf5a2fe019abb1
BASE_00002533	baseline	k141_23500	4143	3205efd3532d9ac2c9be6581e4b316935e1d57c96f4fcddac1932e97e5bd79ac
BASE_00002534	baseline	k141_23501	1854	195cd313a08a91f69e07b0986004296bf925d4a7c95c795498b0aaaaf246ba1c
BASE_00002535	baseline	k141_9355	5549	d8f851e22f6561980eb31bd1f6c42d57280d8674052b74a279e31d5958bd84b5
BASE_00002536	baseline	k141_2144	4053	ad983aaaa51663f31f55620b2af7d5716c4557bb9e57cf0dd456d86e4e6d30b4
BASE_00002537	baseline	k141_23505	1786	29559a3e7d1517b78e4af3a8a406f7b48c922ebdcf7b595763b225222a5123de
BASE_00002538	baseline	k141_2148	1394	513cde479f865f5d9ac41613151f6e08c84ffd3af25f0bb2059fdaeaa3238305
BASE_00002539	baseline	k141_23507	2089	8a7e50a2a74cc6c574efb993308a32e00fa2c2d52b9babf2666c3eb200e034c1
BASE_00002540	baseline	k141_2150	1809	fe8b308e18790c19b8be299d7fcc522a9958a7e7111fa0b8c1bfef8e22644b1b
BASE_00002541	baseline	k141_9357	6106	12612f004d5897fb45792c11951cbf639b667aeeaea52d1270ef97a0315adbdb
BASE_00002542	baseline	k141_2151	2546	3675ef339c41eeb315f9841ead8f0c31273a8bb0d63cb69456e1c372c47a2fbc
BASE_00002543	baseline	k141_23511	2052	ee9c05e55c8daf3b74df9e4bc010b9d79bb899064123f13a2157a2ef2a0e2c60
BASE_00002544	baseline	k141_16490	45463	85d53f36423c3c13608481b9735538665380b1d9e102e2effe8506c81c786891
BASE_00002545	baseline	k141_2152	2017	a9eb64150400d2d15111ccea34f2e5e59c03036753a79b70b00377719923c61c
BASE_00002546	baseline	k141_23515	1051	dc2882c239c8212537bb5e1bb322979342604fefbe9c5728c7d3f640c4416844
BASE_00002547	baseline	k141_9364	1352	a19e94ffbfc9cb815bfb442155c5d8da4ba7df0a36473e8ec3a0da78eb4af73f
BASE_00002548	baseline	k141_2156	1215	9135990ad43d084d9672109b96d658ea6ea3aaea83586ac56846398c951bae44
BASE_00002549	baseline	k141_23517	1634	bd1d9bde85b9ca0bc0d7abc24a1afd33d0f36406917210e96a53afd62235b103
BASE_00002550	baseline	k141_9366	1020	4bf60b48732efb6cb8c348392b92c19b680d5104a128469735d1dcbd8bdd1974
BASE_00002551	baseline	k141_23519	2867	91c36005c1e8452260098af68871450d980c644b4410d7fd920a794c36d98763
BASE_00002552	baseline	k141_2158	3156	86a22ebec9f504b1b6bad0915395819192d9f69c6e218c29c1384a963c6da051
BASE_00002553	baseline	k141_2159	1492	902d12667d8f0f9b449b8fa120cd25efc2e30381131e0e5654d2f46788badb68
BASE_00002554	baseline	k141_16491	8276	c915a27e8d0a6988f9d67a274d8c8c1542f64d4baea3d277bdbcd7522c4f422a
BASE_00002555	baseline	k141_16494	1570	196d4889571520ee3ce419925b8ea44beaab065ec4e4d9823e3244107cddb31e
BASE_00002556	baseline	k141_9377	4164	a68ee688a937e4a0471483343ded48976d6180a5c16797361267c1c4f4c1c351
BASE_00002557	baseline	k141_16495	1283	8f802cbd8e649104e74bfdf164934fa29a7268613cdefb7903b4f21539a10430
BASE_00002558	baseline	k141_2166	3286	3fa544aa424f404ea6c1cacf9d52bcecba26ec9de68e58714809ab23598c22c3
BASE_00002559	baseline	k141_16499	1461	1abc459fb57e714d10e526c924426ab1c651a582b7dfa7d1d3db7462006051a7
BASE_00002560	baseline	k141_9379	2626	d8b1ea4f97c2a7dd9f15dbc02ac78070b38522a4364b672a9b88a064f5e28587
BASE_00002561	baseline	k141_23537	1013	ec73b9a8a21140afec0670f540289b9375a832d8255b47fcc923d3c6c6877502
BASE_00002562	baseline	k141_16500	2697	fa41a40dfb816f989f001b5ce4a1464ee89060a0ed99d457bdf93a0746416bc0
BASE_00002563	baseline	k141_23538	1904	083f1c5a9ebafc202bb019cc6d58a75b2c5bf56c10a9a347bfbba9faa24421a2
BASE_00002564	baseline	k141_9384	1102	36760f9b8ca2d49e8c0c64970a651a187662d4857c0262f7771743121ca62e23
BASE_00002565	baseline	k141_2171	2847	3c5315171ce535b7a4ca4cc4f465cdbfba5fb11b050e95a6caef2e9d0656bd64
BASE_00002566	baseline	k141_23540	1636	13842f64925bf88afe0a8f5f7c382e7e3f2f98d9bdd900b2197d69f520ad6b4d
BASE_00002567	baseline	k141_16503	1516	9ff1ca1cc0bbfcae941c74a44a8e4394747123f62aaa4b2701d0c9e51db14ca0
BASE_00002568	baseline	k141_2172	1103	e8d797071f0c79fde1e016e3a64b42f32d14645654b4bc5452b68ba589ddf47a
BASE_00002569	baseline	k141_9386	1180	9e20a0b596db20e502b5cf14df20b72f13100d851140045ad4d36a8d45a8f9ba
BASE_00002570	baseline	k141_2173	2321	242d866971045250e51bfa45ef0ad4ab19bf8c68a1e3fb56db51147f357c60b7
BASE_00002571	baseline	k141_16506	1604	6a36b1df6b53a8dffb3a49d4f39f39733e9e7f7a3e536903c2d50796afe62743
BASE_00002572	baseline	k141_23545	2513	5ebe955ac6bac345c11ac689521cf900ddb9650006d09fdbbce6885638b0c3dd
BASE_00002573	baseline	k141_16511	1171	e7c16128d55b7ccfa3318928b4deb4e746d6c337dac92e07b5ecd455f3653967
BASE_00002574	baseline	k141_9388	4250	fe670ab237929a2b12e561e2da9f88b9b3e85d24c3c74eb1ec220a0ec22688a8
BASE_00002575	baseline	k141_2177	1003	0bd399b4bf719ba1b700b54976ee684682ab4a695b2efefe8ceb15e33199e473
BASE_00002576	baseline	k141_23547	1509	e48dd4635e4a3c7cfe6c0a7fe45e9b51c6187e7b21a87db644f7c5795d65ee5f
BASE_00002577	baseline	k141_2179	1334	5bcb75118fe7e48e0996a73594d5a53bef7cd6f498cc57ebf2ac98495a6018b2
BASE_00002578	baseline	k141_16519	1084	f622c1a4f545d061e115d0571d90144ca496a249091d111076197f977140bba1
BASE_00002579	baseline	k141_23549	2994	2035cd830a2b342359345142675af097926a377cbc94a1f4ba11897f0bee9e53
BASE_00002580	baseline	k141_2183	2890	5590b897d50c61e5f737ce2a0717e6b17dc993a601b5a29fe13151247d4b0f32
BASE_00002581	baseline	k141_23551	1098	4bfa958eeb61e58b80d3536b67f5e990280d3f88fd2de63023e94f7b45f77639
BASE_00002582	baseline	k141_9398	1989	3561fec539bcea3b61ad961d03918912a5da977fad9c43a2439832f52c8dc13e
BASE_00002583	baseline	k141_2184	1308	c1103eaf8e85f355ee5e15e274a268688eb329c9da502bbf90f6e50b67f420e4
BASE_00002584	baseline	k141_16521	3259	36b8ccb4dbf20e86bd008bca961a1e7fab3d1168bad1f212347ea9ff05675938
BASE_00002585	baseline	k141_9399	1618	dd2b08bfbc2629bc798e376be0e2452b07c178859434f18901ba8b1df3cd79c2
BASE_00002586	baseline	k141_2186	1468	4bdf60ef780278e8c212462cabe240c13e21373815be31535c95f536140fe8d7
BASE_00002587	baseline	k141_16523	1218	34fb122ae7832e7a04b05584cf5b66f5884c1985852fd578b27c8f5515b480d8
BASE_00002588	baseline	k141_23557	1100	5f4d30cdf2465a4a41f25cd66a1318b522554c9bd5aaa9e8aed9691ce1874914
BASE_00002589	baseline	k141_9402	2964	2350c71aac5cdac8411f1582399f1e49bea86d1a772c3a0b9b2c746232413ac6
BASE_00002590	baseline	k141_16525	3306	a8c6591c703150e3595d447af0b237ec9c665cb033446417f061f86e0d199aa2
BASE_00002591	baseline	k141_2187	5098	e2661aafc55bd350996f3e9468cae7d3c82e2c71f01fb20a9f900da2c8b4ca1d
BASE_00002592	baseline	k141_23564	1339	fe1346431c78cc650b7ff5a1748590b6b8492762c125a83749057a05851cd59a
BASE_00002593	baseline	k141_9406	2742	d4aa71d82aa63721c41c51ee83ca1761fedae82d07f3a0efbe90fc2d42b7c993
BASE_00002594	baseline	k141_16528	2916	1f5df3e763cea854262a2874d3d04902b114c3aead658422552670ee622ce26e
BASE_00002595	baseline	k141_2190	1353	207e584c88ecb205270bc2a0833dbbb7b37b9647a806324797d56c185ae9960a
BASE_00002596	baseline	k141_16529	1316	e979bd295851998f5f9829bf33366b507f66230d4ce8e5b4dd1754eb0a798cd1
BASE_00002597	baseline	k141_2191	1474	de98f8dd80db751afdcd57aea1e75f83328d5b86c37aee7ee199e196321e17f5
BASE_00002598	baseline	k141_16530	1012	e37b05903d60e84d59c77babdc7232fae33a6e7a630c7d2418f9bca3dc1ca47c
BASE_00002599	baseline	k141_9409	1387	669f0f6d6b48cf1080d35c8014dd6d8ee2f74363e6ae171ff8699b4183adb2e5
BASE_00002600	baseline	k141_23566	3755	aa6daadd829b995a87267d17491057aa215cc4a376f973fbca7549395844fa66
BASE_00002601	baseline	k141_2192	1676	a2d11260630a49282003ccee80c6aca73392e29b328a0d98b9178bc60546754d
BASE_00002602	baseline	k141_16531	1400	ee044ed9805dc4c9df00a7e9989e59de503a9e697a974d21d79609b2e63e2f31
BASE_00002603	baseline	k141_2193	1389	1be7611760ddc55f2f2cfbd614e1d3a150f6c7e4459f194b262e837b956db678
BASE_00002604	baseline	k141_23571	1448	33aa1766df6134d115ec0cd29166fd766b2b882bea8b61ea594439053ebde674
BASE_00002605	baseline	k141_2196	1064	9fbd90982fb12b02ea0eb7767b35f2e794df96d4bd84c8dd684069f1a8ae0aea
BASE_00002606	baseline	k141_16536	1263	6133181c57a4763247662030bc6ee6e871ea74771efe1ab1170129b5c2c20b98
BASE_00002607	baseline	k141_9415	2979	15199d0a497b40f9260a7ae7dee13281de8d75895ca3f043b712156be4e49515
BASE_00002608	baseline	k141_23572	1541	bb86d923e7ef74c028950ef9a8dfaf5ce4ed5ddfaa31316efd720c572e2f7aff
BASE_00002609	baseline	k141_2197	1468	9ee9ed6bda4277a40d3845d0d0acdff48085c04a39e26734ca02d642ecb5285e
BASE_00002610	baseline	k141_16538	1636	9e9113cffc8eea6f7426710be27d8e451f944e841cfe4a3841467d257bac92bd
BASE_00002611	baseline	k141_9417	1207	025c807f203b18a4ef486c735d5ed2a662d864216f6f36188fbbc5348e7b8262
BASE_00002612	baseline	k141_16540	1049	5db0b1068757c607fae77a47dd14979d04a33d922ccafbd05ea21b3a0349dfb4
BASE_00002613	baseline	k141_16541	1509	fb2c2d22eed0ebd2c0176095103c35b5d321b392a3c36a3d8540f53801d074ac
BASE_00002614	baseline	k141_9421	1659	97261fa5252907ac71c0f5d246dd7e80dd4582f4dd04c37cbc15ffd2f42cb6fe
BASE_00002615	baseline	k141_16542	1062	c895776fc471eb9dfb57000efa171f96131ee3e7aca08db36ad93bab9a273d13
BASE_00002616	baseline	k141_9422	1067	7de0174c2eda0bb2f4f37b89d542a7794f69b2350f524aa8b178a6b721b8b9c7
BASE_00002617	baseline	k141_2198	5250	2de1876209e67886ceb0ef15e59f01d4a68e77b6929e6f0a19aff3ece20b5a00
BASE_00002618	baseline	k141_9423	1160	5bdc073731f9a182c19a1f40a651f18f0acac365e2f43d93efe2640131590719
BASE_00002619	baseline	k141_23573	6495	05cf9fdbb0da4adbae562970c2d555ea1c7595318acbb06f98d84e88287c2262
BASE_00002620	baseline	k141_2199	1225	46b012c998c7f5a6f118faaec8731579b7cef4288445072e9b7f57c5b0f24037
BASE_00002621	baseline	k141_9424	1202	d192c81ac11b964c1d24b17195441a4b6ff1e35ec45990190b5b3918cc418caa
BASE_00002622	baseline	k141_9426	1176	8698165adf72f02dfb41d80a9d69c28fd24026cb6edae5e572dea9793ad4eb98
BASE_00002623	baseline	k141_2202	1375	5abbef94b1b8a1c7dee9190aaaa5812e5c062e7ff4d4c8a554f289846807064b
BASE_00002624	baseline	k141_23577	1227	bbce66fa659f8aba8edab35e5d2eaf26da8c858e23775570817172976865d811
BASE_00002625	baseline	k141_16550	2226	816a2f6c91d25748bee3402f300dd5ac9a6f699f4ade3deef387ad3b8b604645
BASE_00002626	baseline	k141_9427	1512	f9de5d44b07c1f2d3fa8a81ccd45b4c6af0a2f3665c63e17fd36961972196270
BASE_00002627	baseline	k141_2203	2504	e988c3d477d4690884e19700de8577be3f491b65c4da6ecfcb15cf9f86c8986c
BASE_00002628	baseline	k141_16553	1712	039450fb3f3307e7814eb5037cd823f4f4ff15e1c5f1f8e95311a4be1cc5b8ad
BASE_00002629	baseline	k141_2204	1250	06daa3410713206e339e0f56dd8f367f8040e66251f2ad0c34d9270af2fe827a
BASE_00002630	baseline	k141_23579	3365	11ac940623e2ec3c1226fd9b33f26dd03642c5c3f5d3953d02b54661b08d5526
BASE_00002631	baseline	k141_9431	4438	070a1498ea3a6a4cc7f51f663f9df9caeecdd3b1199bb07e9c211561bc358b83
BASE_00002632	baseline	k141_16557	2796	467f2c7de58bc91c6a7679a19cb7b3e5286c47fb6c8101b2d2064b709288c528
BASE_00002633	baseline	k141_23581	1839	373208d11b7c9c8de01636ab2827661e5309522592c9231280ad956ed847e12b
BASE_00002634	baseline	k141_16558	1027	a0aed15570b6eb866e01918274a07ccfa816bd9e925fe760e1b663b403a0c25b
BASE_00002635	baseline	k141_23582	1567	3e97b6e67ee432f9faf62eaf1358b98dd96b13eff71be7faabc9de4ca7ba4f81
BASE_00002636	baseline	k141_9433	1272	398a532af5134cd2624fed87ecdc36199d8f806d4dc5657a727577ba1c86d509
BASE_00002637	baseline	k141_16559	2887	27a801ac80c6bbd561cd424ddf1f12a58dae7700c5cc006357ceb356e5f3daa0
BASE_00002638	baseline	k141_9435	1749	0b7373265769c12a09eb6f524b60c008db846f5a2b58d6e84535830dd3b9caba
BASE_00002639	baseline	k141_23586	1456	3c9c70610e7ee9d9875b931167054551f9c82338d34a758ec666ddb01f245ef3
BASE_00002640	baseline	k141_2210	5887	c63821b6b5cbfbbdd4f102457c944a6d60de573364fffcb977944cc2b75fc3d6
BASE_00002641	baseline	k141_16562	1023	9fa8f49f45fbb8692e91793f7adb281213b4986bc5ef506743b03c263ade9efd
BASE_00002642	baseline	k141_9437	1217	53f67376d3382653923dc6386c33997bc5abb9788241283c9c4e23a541ade45a
BASE_00002643	baseline	k141_23587	1318	c0cedbdf865d93d5e0f6e57ba1c78363ee844862c5d60ef6efbacc3f549950d9
BASE_00002644	baseline	k141_23588	1121	5b64c976bd06b241bb2fb9298739322d36a147bdb3c7b586f2650a4dd5961e28
BASE_00002645	baseline	k141_9439	1321	cbea9b78906959856ca97bc94640ec52e4a67b334e692f5efed868a8f49999a1
BASE_00002646	baseline	k141_16567	1081	964b471139ae868a3c40a1d03fc667f357a7e177994f9ba8fad52db84f2b0d01
BASE_00002647	baseline	k141_23589	1915	a866b1420438334c2ff384fa201294c1d169e2386f1206766a214f24aa4eefed
BASE_00002648	baseline	k141_16570	1036	5e3c0576659a12f03c864919d81b0ee2276ea73bde7e95b5c2ec8d7db15d2fc7
BASE_00002649	baseline	k141_9445	1470	64927464974d680b80643c3e129672e2864122776ad07cfa109780e34db76019
BASE_00002650	baseline	k141_2211	8223	fd32398c00faae2f57279cc140dde73b21a0ce88a273500369c734c5b20449ec
BASE_00002651	baseline	k141_16576	1165	78dc5f1063215dce405b6880a6f7211d19a52ec8d90f1812274776c42c0ad570
BASE_00002652	baseline	k141_9453	1180	ab09ee41969dedf6a999c0de72c89d91d96003bc0f27acd62e32de9f419592ef
BASE_00002653	baseline	k141_16580	1634	01d0da9dc105d71abedc984b1c53a4699923998c28b193b8c76caa627d9610df
BASE_00002654	baseline	k141_2212	3388	8caf5406345b1cc38ce2481c8b46163179597f03041368b065cf7365a3c65502
BASE_00002655	baseline	k141_23590	9044	04a11b9ae80fda310b75e56375492647cf2cd5e07735097c6cc97b59681e665c
BASE_00002656	baseline	k141_9455	1265	cb1770fe4d6e69ee46a66fa4f706d3c317516ad89a8de23c203f3a4a674b05f7
BASE_00002657	baseline	k141_2214	1157	9552639b8151a638030c0fcc99098237b09911d7ac211d0292f613f53cbbdf72
BASE_00002658	baseline	k141_16585	1059	687f320de09ed5f98792a796a1fb259966a3dcbe25494d6d05cce8cd3187217e
BASE_00002659	baseline	k141_23592	2248	14557d06ac8d8cd7ed6167f794477340882da1bd4196d3056f2c6090a4295b5a
BASE_00002660	baseline	k141_9459	1153	e2f599db2150c3b6b153126f0b36a90e0cdea9cd07f16bce9d6ff8ad7c1503c6
BASE_00002661	baseline	k141_16588	1023	afbcb09626906e989f4a7d8f9150c9a773101576c455eb7ea9086c79c9255368
BASE_00002662	baseline	k141_9460	1661	2946adf08142183ea452e4cc976f6daf3ebfa74bb884dcb855c1b6ef5b4624de
BASE_00002663	baseline	k141_2217	3339	59670ae67f8208b30c1e01ea891bc825eaa5a109144695248eefcdcd187cc98f
BASE_00002664	baseline	k141_23593	2857	41051184d51e437847d629f8739e911bcce6cd299108b0daf178b6229a3f8217
BASE_00002665	baseline	k141_16591	1653	5bb7da26bc499d5e7d3b1e58166c794664228c2a272ebf2d1ba2240476624e63
BASE_00002666	baseline	k141_23594	1273	6e35a844380bdda338e00508e58b144feba3d2fd5535936be32471e374817858
BASE_00002667	baseline	k141_16593	1143	de0a4a98ef52f21e5224088ae039157790e09e553a12438d346689cb4ba8a7e0
BASE_00002668	baseline	k141_16594	1580	96a13231000e15149c6b7587a3388c3a0e5cff12d46a783477b504b583abd411
BASE_00002669	baseline	k141_9470	1043	10a87d7be6406c69af0a79d865c31b211484d29afa77aa7dcc520635b8f29fb5
BASE_00002670	baseline	k141_23595	5072	376123d3ef219bdfd593e6efd0ee9d684fa6ba3255cdb583cc450e720306744b
BASE_00002671	baseline	k141_2219	6680	97e08d2636fd4edb4546db716723b42061727a9f6ef8547324b5ef10f433e3cb
BASE_00002672	baseline	k141_23598	1471	82986dab0dce95383578bf2e8d0f48d929f4d67ef345d993c590a7b63dc57f56
BASE_00002673	baseline	k141_9472	5857	961c46cd6870dfd5bdf3f9f764d9a53c275b8be296eeba192e5ec860e4441661
BASE_00002674	baseline	k141_2226	1430	2bbd2b645a4826e3acfa6f64f6997ff14f47ac5a4dd6f14aa4cd8bb219b05063
BASE_00002675	baseline	k141_9473	1620	2276958b3d4e2a35550d692ad905019f4711997ac422748ee94a672ce5f88654
BASE_00002676	baseline	k141_23606	1854	ac7d96b10c22f5c17a161f8aa60d9302ba0b6d53800dbe83be8f283a813658a1
BASE_00002677	baseline	k141_2230	2519	5b8efebb0c42498647062a925267ce443794033fd70d9305111e89263ef07649
BASE_00002678	baseline	k141_9477	2124	8fde8c1c250ae697586eec94f1d5842c1e2867fdb27614ac777a7368bd822691
BASE_00002679	baseline	k141_23610	1392	31a37dbc509e85b76e7b9c75b5e5d3cca21962eae7e5cccc3f2c21de419e03d8
BASE_00002680	baseline	k141_2233	2468	c520f26ad2d20ad4a2120067b0fe84dfe815783ea8e5457444019f41e03ec129
BASE_00002681	baseline	k141_9484	1302	b60377c4986106fe5b114c4c6c2a55b2ea8aad6c9f1a69ab4744f623c8862257
BASE_00002682	baseline	k141_23612	1698	9612ffe8cc1df97279c1c03628076ec8e692b34e1c7fdfb3cd7ca3a0eacf97fb
BASE_00002683	baseline	k141_16611	6784	95d6acb29bd72e44f9f578a6caa20b0788f21026ccfd56fd76614ef1fe301cd7
BASE_00002684	baseline	k141_16612	1214	2bdef2a82f90cbec2b16e4b8155f295dca2d89be948f735feec588ad26a48994
BASE_00002685	baseline	k141_2235	1812	eba14af1682fbab2293120816a89a84955faa1e7a1294ecfcb99421f832afedb
BASE_00002686	baseline	k141_2236	1958	056806d32084b4603cfec867893cd8e424de1479215fd87d4a1b73fa2b696f74
BASE_00002687	baseline	k141_23618	1780	951f9e61d242fcacfa6babcdafac67fe736adced6758cda65fc20d1e1f74a088
BASE_00002688	baseline	k141_9485	6149	47b883994d4d4ebaac8e26c533ce690ec4f628790fa54ce3fd6032c53de78b14
BASE_00002689	baseline	k141_2237	5907	b74dd7c74a440626e0c956afc1aca0f18198ec395bd2f0c3b75c3b0486cdb083
BASE_00002690	baseline	k141_9491	1132	a08f89e267a92979c5d44a954835d2b0af589ae27cc414e512bf6c11d294f17a
BASE_00002691	baseline	k141_23621	4633	c58d437b4eb704ea1e8d2eff15ff4864f4c775417e7fa224e7bde6b7df0d3ef6
BASE_00002692	baseline	k141_16618	8798	4c9b56a8ceab47ad1eb4516d36cb520ec425d6ec0e8fb68343c08fb932819763
BASE_00002693	baseline	k141_2240	2089	7509d38cdc7808108139fc6911f6953abce6145cb65273b87e6bc14121ae0fe9
BASE_00002694	baseline	k141_23623	1150	14e2ff12dd1974db5057b543dd04683a4d072d38be55b1faec3a3447b0a12ca5
BASE_00002695	baseline	k141_9496	1609	0bc7472c04579f381a4be2f530b9c2cfb504ceca2f936609f0ace23acedae7df
BASE_00002696	baseline	k141_16619	1177	6a023c0e22e4ffc9e3c1ad083aadd397343063cce8c80ff876de7033183217ba
BASE_00002697	baseline	k141_23624	1186	099b0e11ef22c34ffac782efb35a4f34f1eef73585a1ba336c6e220522b3e0eb
BASE_00002698	baseline	k141_23625	1301	059d2acdcd3932ca4b3adc985fd3077f5c765373d4bb7f58568e660d50b764dc
BASE_00002699	baseline	k141_23626	1092	4754021d3ed8fa8bf3d0c88f8946262022db3c89b940bed39c29cbcd86e6cb00
BASE_00002700	baseline	k141_16625	1444	805ec435dc415637541a142e48c302edbcf3b5be711195ecac52220d612f07d4
BASE_00002701	baseline	k141_9502	2373	7ac77db2657fc8d867a12dd5635aeee0e82acb9c4817a576740b941aaa38a153
BASE_00002702	baseline	k141_23628	2079	4c098cc98d650b59c7e1451e188d37c8fd6a427f2476032f03c783365b5c9e50
BASE_00002703	baseline	k141_16626	2325	6c50f5e456ac240373adf2c00adf2aa405fdad2df4719372610202433c3ffada
BASE_00002704	baseline	k141_2242	6640	6a8cd206012e05cf614ddfb977a67938a81f765a666439cd9005b2d8184e2c61
BASE_00002705	baseline	k141_9503	1903	02f93ecf685b1b023a5dff48cac9f79f2a7e7f091a1f86dc7539f41fbe927cd6
BASE_00002706	baseline	k141_16630	1613	638509d73f056ba96b0eb9593bf21fcdda3cb345ac85834c976479598c8f1f47
BASE_00002707	baseline	k141_2244	2118	04a58a89cb16d2ab236595a744420129d0ea161e1421fc299295a74611989eac
BASE_00002708	baseline	k141_23630	4538	508edbcd3847b42402847aeec57dae1bff4ad8a7419cfdbe3a8bd2afa6a2da05
BASE_00002709	baseline	k141_9508	1621	e3a360a54af98530cb02668e83b12418a8a52a51eb1de97947ea62e4a0a064f2
BASE_00002710	baseline	k141_16631	2634	904a91498aa7530b640a1a46b62dde005fc2c9bcc1892a622b2ae0296a1fce0f
BASE_00002711	baseline	k141_23632	1409	a1a40092de990713c5764b3e0033e48576697cd18006ab3143d6f6232a824178
BASE_00002712	baseline	k141_16633	2640	dc8e4bf560a7f1f30be7f1df52acc3b4e80d910b9eb31dc05e7643ffb2d8a106
BASE_00002713	baseline	k141_2246	5525	53b1b9cd93bfd42d7f5dfaa0fb779cc60e0ae24903af599112cab44cc2336f8d
BASE_00002714	baseline	k141_23637	1124	d503c66ad6dff2d90e28a218e8b79f37a8ef2f51733d2c3542f981e2a1ef6311
BASE_00002715	baseline	k141_9509	7439	c1aaf6875906ae6221032b8552947316d4d26fee9bc36953f74ea1a70d615485
BASE_00002716	baseline	k141_16642	1167	d95682ec64bbcc2f3c23745cb8d7e009b50a592b389ade0076a7cd588bbc0a81
BASE_00002717	baseline	k141_9510	1046	a3ed6108e8f3e7ab007f5606326bc209bcbf05032a31e295ca40368e134c0517
BASE_00002718	baseline	k141_23645	1197	2890e95337638e398faa12e24171d8b02cfa41591ec29d5feb5c5b07fa837344
BASE_00002719	baseline	k141_2250	3428	045ea57461251f39dba058655f3eb1f9ea841188b429fa8b2ff23449aef7fd84
BASE_00002720	baseline	k141_9511	3022	ba694152c3b74ebc56169440c56bc08572628ed108e3362bcae119cdf43f9a07
BASE_00002721	baseline	k141_16648	1109	65f53afb16c41c6cf18252ccac22dea469e3ec9ea67587fbbc2b6f97a4e2645a
BASE_00002722	baseline	k141_2253	1648	dbaa10dd4abb49ffc2a90e84c6de48c3a30760c67218bdddcfbe3bc6d015e61a
BASE_00002723	baseline	k141_9514	1333	ae6a608d7120ebe3a6018d2917ede14168757923b9407b98b5068b549c1a85b3
BASE_00002724	baseline	k141_16651	1316	51ccc8d8aba5c5948c1ab3aeff6d1666eb1ef7a72248cadea406af6ee73b3f5e
BASE_00002725	baseline	k141_23647	5393	c0fa888dace2430765f5b26187b2017e744fc8aff065f7bc2837f04cadd677d6
BASE_00002726	baseline	k141_9515	1582	9cf65ee0a5ccf3059240796f1f1ac1e730530ac3843f03fbcabb8d20ae33cd6f
BASE_00002727	baseline	k141_2257	1427	66582b9de6ad7cf3d7208003f1ed5536ce0d116f1b70dcb808607c2b7f0d19aa
BASE_00002728	baseline	k141_9516	1889	5e98a5a28cbd8e305b5955e2b901406c9a44dd1a00261f6cb297e7cf1dac4759
BASE_00002729	baseline	k141_16653	1975	9fb15b017097110c66c68cfd1966d81ac4b60f07ec3c72b85e49186151385879
BASE_00002730	baseline	k141_9518	1226	b6ec573411a5417d52fd438aae23bcabbda29411ed782cfe546825bedbf047fe
BASE_00002731	baseline	k141_16655	1530	0ef77a34c2e924bd6f2fc92dfc99c9231d3d98ebabff518c01ee9b3a2416212b
BASE_00002732	baseline	k141_2259	4072	956a62d9c19dae717a030525a8508829ac368297a0bd9e13b422fabebd2484e7
BASE_00002733	baseline	k141_2263	1206	332fc08292bbe2b6a51aeb3407eef033682199c49fa47300b9c620abf9b64b61
BASE_00002734	baseline	k141_9524	1525	1272109ed14441eb961cf09c227b33cebb501fc20790e388eebf8be9240f48ce
BASE_00002735	baseline	k141_16661	1446	70f759c7aeee16bf32c6c3b9cfbe2ede497c79e2c408df81e06cef783a611206
